day,hour,minute,intersection_id,is_weekend,arrival_rate,green_time,queue_length,waiting_time,time_of_day
0,1,15,4,0,0.73,30,0.0,0.09,01:15
0,1,20,0,0,2.35,23,0.86,0.93,01:20
0,1,20,1,0,0.63,10,0.0,3.08,01:20
0,1,20,2,0,1.18,12,1.93,11.99,01:20
0,1,20,3,0,1.78,39,0.0,2.68,01:20
0,1,20,4,0,1.79,20,0.16,0.0,01:20
0,1,25,0,0,0.58,43,0.0,4.1,01:25
0,1,25,1,0,0.06,24,0.0,3.26,01:25
0,1,25,2,0,2.08,13,5.1,23.25,01:25
0,1,25,3,0,1.57,11,1.85,12.33,01:25
0,1,25,4,0,0.16,32,0.0,0.0,01:25
0,1,30,0,0,0.96,38,0.0,0.15,01:30
0,1,30,1,0,1.56,27,0.0,0.0,01:30
0,1,30,2,0,0.01,43,0.0,0.0,01:30
0,1,30,3,0,0.58,56,0.0,0.43,01:30
0,1,30,4,0,2.7,10,8.26,49.93,01:30
0,1,35,0,0,2.04,31,0.0,0.0,01:35
0,1,35,1,0,2.07,32,0.0,6.16,01:35
0,1,35,2,0,1.5,44,0.0,0.0,01:35
0,1,35,3,0,2.2,31,0.0,0.0,01:35
0,1,35,4,0,2.17,13,5.72,23.76,01:35
0,1,40,0,0,1.85,49,0.0,0.0,01:40
0,1,40,1,0,1.06,35,0.0,1.19,01:40
0,1,40,2,0,1.13,57,0.0,0.0,01:40
0,1,40,3,0,0.8,18,0.0,0.0,01:40
0,1,40,4,0,1.76,37,0.0,0.0,01:40
0,1,45,0,0,2.56,11,9.34,54.18,01:45
0,1,45,1,0,1.17,28,0.0,1.28,01:45
0,1,45,2,0,1.45,23,0.0,0.0,01:45
0,1,45,3,0,0.71,59,0.0,4.13,01:45
0,1,45,4,0,0.41,49,0.0,1.52,01:45
0,1,50,0,0,1.82,44,0.0,1.15,01:50
0,1,50,1,0,2.62,23,1.1,0.38,01:50
0,1,50,2,0,2.85,39,0.0,0.0,01:50
0,1,50,3,0,1.5,13,1.82,5.01,01:50
0,1,50,4,0,2.11,47,0.0,0.0,01:50
0,1,55,0,0,2.33,56,0.0,0.0,01:55
0,1,55,1,0,1.68,24,0.0,0.0,01:55
0,1,55,2,0,2.6,38,0.0,0.0,01:55
0,1,55,3,0,1.41,19,0.0,3.28,01:55
0,1,55,4,0,0.97,56,0.0,0.0,01:55
0,2,0,0,0,1.35,40,0.0,2.66,02:00
0,2,0,1,0,3.06,29,0.0,2.99,02:00
0,2,0,2,0,2.09,27,0.0,0.0,02:00
0,2,0,3,0,2.79,45,0.0,2.6,02:00
0,2,0,4,0,0.37,45,0.0,0.11,02:00
0,2,5,0,0,2.19,18,1.14,5.12,02:05
0,2,5,1,0,2.08,35,0.0,0.0,02:05
0,2,5,2,0,1.86,26,0.0,0.17,02:05
0,2,5,3,0,1.32,33,0.0,2.08,02:05
0,2,5,4,0,0.69,59,0.0,1.03,02:05
0,2,10,0,0,1.45,49,0.0,5.15,02:10
0,2,10,1,0,1.07,28,0.0,0.0,02:10
0,2,10,2,0,1.82,10,5.26,31.07,02:10
0,2,10,3,0,2.33,59,0.0,0.0,02:10
0,2,10,4,0,0.92,19,0.0,1.67,02:10
0,2,15,0,0,0.38,37,0.0,0.0,02:15
0,2,15,1,0,2.27,56,0.0,1.93,02:15
0,2,15,2,0,2.0,44,0.0,0.0,02:15
0,2,15,3,0,3.42,30,1.1,0.0,02:15
0,2,15,4,0,0.56,42,0.0,0.0,02:15
0,2,20,0,0,1.56,51,0.0,0.0,02:20
0,2,20,1,0,1.57,46,0.0,0.0,02:20
0,2,20,2,0,1.8,41,0.0,0.0,02:20
0,2,20,3,0,1.23,54,0.0,0.0,02:20
0,2,20,4,0,2.3,15,5.14,17.3,02:20
0,2,25,0,0,2.12,21,0.34,2.92,02:25
0,2,25,1,0,1.01,55,0.0,0.0,02:25
0,2,25,2,0,1.59,30,0.0,2.42,02:25
0,2,25,3,0,2.84,56,0.0,0.0,02:25
0,2,25,4,0,1.26,52,0.0,0.0,02:25
0,2,30,0,0,0.89,52,0.0,0.0,02:30
0,2,30,1,0,1.84,53,0.0,1.86,02:30
0,2,30,2,0,0.94,25,0.0,0.76,02:30
0,2,30,3,0,2.59,25,0.02,1.32,02:30
0,2,30,4,0,1.73,23,0.0,0.72,02:30
0,2,35,0,0,0.56,32,0.0,1.58,02:35
0,2,35,1,0,1.96,23,0.0,0.0,02:35
0,2,35,2,0,0.99,46,0.0,2.6,02:35
0,2,35,3,0,1.6,31,0.0,2.06,02:35
0,2,35,4,0,1.63,11,3.36,18.41,02:35
0,2,40,0,0,3.31,38,0.0,0.0,02:40
0,2,40,1,0,1.21,19,0.0,0.0,02:40
0,2,40,2,0,1.86,39,0.0,0.91,02:40
0,2,40,3,0,1.88,55,0.0,0.0,02:40
0,2,40,4,0,3.03,48,0.0,4.62,02:40
0,2,45,0,0,1.05,17,0.0,0.98,02:45
0,2,45,1,0,1.47,35,0.0,0.94,02:45
0,2,45,2,0,1.75,18,0.0,0.0,02:45
0,2,45,3,0,2.42,47,0.0,2.76,02:45
0,2,45,4,0,1.4,46,0.0,0.0,02:45
0,2,50,0,0,2.97,49,0.0,0.25,02:50
0,2,50,1,0,1.18,47,0.0,0.0,02:50
0,2,50,2,0,1.54,14,0.0,0.09,02:50
0,2,50,3,0,2.86,49,0.0,3.69,02:50
0,2,50,4,0,1.8,42,0.0,0.0,02:50
0,2,55,0,0,0.99,51,0.0,0.0,02:55
0,2,55,1,0,1.33,40,0.0,0.0,02:55
0,2,55,2,0,1.6,40,0.0,1.72,02:55
0,2,55,3,0,1.16,49,0.0,1.51,02:55
0,2,55,4,0,1.27,15,0.03,0.0,02:55
0,3,0,0,0,1.54,29,0.0,0.0,03:00
0,3,0,1,0,1.54,31,0.0,3.69,03:00
0,3,0,2,0,0.37,44,0.0,0.0,03:00
0,3,0,3,0,1.77,56,0.0,0.0,03:00
0,3,0,4,0,1.11,48,0.0,2.6,03:00
0,3,5,0,0,1.59,56,0.0,2.62,03:05
0,3,5,1,0,1.46,30,0.0,0.0,03:05
0,3,5,2,0,1.21,43,0.0,2.89,03:05
0,3,5,3,0,2.32,24,0.05,3.39,03:05
0,3,5,4,0,0.0,53,0.0,0.98,03:05
0,3,10,0,0,1.4,45,0.0,0.0,03:10
0,3,10,1,0,1.31,11,0.42,4.3,03:10
0,3,10,2,0,0.99,55,0.0,2.43,03:10
0,3,10,3,0,3.26,20,5.35,15.96,03:10
0,3,10,4,0,1.53,31,0.0,0.0,03:10
0,3,15,0,0,2.01,42,0.0,0.08,03:15
0,3,15,1,0,0.89,11,0.0,1.84,03:15
0,3,15,2,0,1.23,49,0.0,1.85,03:15
0,3,15,3,0,1.1,59,0.0,2.53,03:15
0,3,15,4,0,2.04,20,0.33,2.88,03:15
0,3,20,0,0,2.25,51,0.0,3.37,03:20
0,3,20,1,0,1.68,34,0.0,0.85,03:20
0,3,20,2,0,2.39,41,0.0,5.93,03:20
0,3,20,3,0,1.58,41,0.0,6.19,03:20
0,3,20,4,0,0.67,24,0.0,0.0,03:20
0,3,25,0,0,1.65,33,0.0,0.0,03:25
0,3,25,1,0,1.02,43,0.0,2.16,03:25
0,3,25,2,0,2.12,51,0.0,0.0,03:25
0,3,25,3,0,2.23,45,0.0,0.65,03:25
0,3,25,4,0,1.2,56,0.0,3.61,03:25
0,3,30,0,0,0.75,37,0.0,1.61,03:30
0,3,30,1,0,0.91,45,0.0,0.95,03:30
0,3,30,2,0,0.91,19,0.0,0.0,03:30
0,3,30,3,0,1.81,21,0.0,1.04,03:30
0,3,30,4,0,1.19,46,0.0,1.41,03:30
0,3,35,0,0,2.33,15,3.89,15.18,03:35
0,3,35,1,0,1.27,38,0.0,0.0,03:35
0,3,35,2,0,1.13,42,0.0,0.02,03:35
0,3,35,3,0,1.41,48,0.0,2.0,03:35
0,3,35,4,0,0.29,29,0.0,1.01,03:35
0,3,40,0,0,1.02,56,0.0,1.09,03:40
0,3,40,1,0,2.25,19,1.95,6.5,03:40
0,3,40,2,0,1.87,23,0.0,3.27,03:40
0,3,40,3,0,0.49,59,0.0,1.86,03:40
0,3,40,4,0,2.67,40,0.0,1.13,03:40
0,3,45,0,0,1.47,47,0.0,0.0,03:45
0,3,45,1,0,1.8,16,1.96,4.81,03:45
0,3,45,2,0,0.96,34,0.0,4.49,03:45
0,3,45,3,0,0.48,23,0.0,0.0,03:45
0,3,45,4,0,2.84,57,0.0,0.0,03:45
0,3,50,0,0,1.69,55,0.0,0.0,03:50
0,3,50,1,0,1.88,30,0.0,0.0,03:50
0,3,50,2,0,2.17,38,0.0,0.36,03:50
0,3,50,3,0,2.08,27,0.0,0.0,03:50
0,3,50,4,0,1.88,58,0.0,0.0,03:50
0,3,55,0,0,2.54,16,4.23,18.16,03:55
0,3,55,1,0,2.53,35,0.0,1.0,03:55
0,3,55,2,0,1.11,17,0.0,3.02,03:55
0,3,55,3,0,1.41,48,0.0,0.0,03:55
0,3,55,4,0,1.89,59,0.0,0.0,03:55
0,4,0,0,0,1.5,46,0.0,2.45,04:00
0,4,0,1,0,2.22,23,0.0,0.33,04:00
0,4,0,2,0,1.72,51,0.0,3.36,04:00
0,4,0,3,0,2.19,55,0.0,0.0,04:00
0,4,0,4,0,0.94,50,0.0,0.0,04:00
0,4,5,0,0,3.39,53,0.0,0.0,04:05
0,4,5,1,0,1.41,12,1.43,4.15,04:05
0,4,5,2,0,1.65,17,0.0,0.32,04:05
0,4,5,3,0,2.19,51,0.0,0.0,04:05
0,4,5,4,0,1.37,21,0.0,0.77,04:05
0,4,10,0,0,1.52,10,3.38,20.41,04:10
0,4,10,1,0,1.97,48,0.0,2.0,04:10
0,4,10,2,0,0.94,50,0.0,0.0,04:10
0,4,10,3,0,1.64,13,2.08,12.42,04:10
0,4,10,4,0,0.34,47,0.0,0.0,04:10
0,4,15,0,0,3.27,15,8.51,33.15,04:15
0,4,15,1,0,2.24,11,5.83,31.74,04:15
0,4,15,2,0,2.46,12,5.5,28.21,04:15
0,4,15,3,0,1.52,21,0.0,0.0,04:15
0,4,15,4,0,1.55,27,0.0,0.0,04:15
0,4,20,0,0,0.0,40,0.0,0.0,04:20
0,4,20,1,0,1.73,24,0.0,0.0,04:20
0,4,20,2,0,1.49,26,0.0,0.0,04:20
0,4,20,3,0,0.83,47,0.0,0.0,04:20
0,4,20,4,0,1.9,37,0.0,0.0,04:20
0,4,25,0,0,1.78,11,3.15,15.1,04:25
0,4,25,1,0,1.67,14,1.93,6.27,04:25
0,4,25,2,0,1.62,35,0.0,0.0,04:25
0,4,25,3,0,2.09,51,0.0,0.0,04:25
0,4,25,4,0,2.35,38,0.0,0.0,04:25
0,4,30,0,0,1.4,17,0.0,0.55,04:30
0,4,30,1,0,1.72,33,0.0,0.52,04:30
0,4,30,2,0,1.03,60,0.0,0.0,04:30
0,4,30,3,0,1.1,16,0.0,2.39,04:30
0,4,30,4,0,1.1,57,0.0,1.21,04:30
0,4,35,0,0,1.82,58,0.0,0.0,04:35
0,4,35,1,0,1.64,19,0.0,0.0,04:35
0,4,35,2,0,2.98,41,0.0,1.19,04:35
0,4,35,3,0,1.72,18,0.0,0.0,04:35
0,4,35,4,0,0.62,31,0.0,0.0,04:35
0,4,40,0,0,1.27,48,0.0,1.68,04:40
0,4,40,1,0,1.45,49,0.0,0.47,04:40
0,4,40,2,0,0.38,37,0.0,0.8,04:40
0,4,40,3,0,1.42,60,0.0,0.0,04:40
0,4,40,4,0,2.02,28,0.0,2.0,04:40
0,4,45,0,0,1.29,25,0.0,1.54,04:45
0,4,45,1,0,2.04,43,0.0,0.52,04:45
0,4,45,2,0,1.41,36,0.0,2.97,04:45
0,4,45,3,0,1.8,21,0.0,0.0,04:45
0,4,45,4,0,2.47,20,3.0,9.94,04:45
0,4,50,0,0,1.41,13,0.0,1.18,04:50
0,4,50,1,0,1.8,30,0.0,0.0,04:50
0,4,50,2,0,2.66,46,0.0,3.08,04:50
0,4,50,3,0,2.81,43,0.0,3.12,04:50
0,4,50,4,0,0.25,33,0.0,2.23,04:50
0,4,55,0,0,1.94,28,0.0,0.0,04:55
0,4,55,1,0,1.23,37,0.0,0.38,04:55
0,4,55,2,0,1.88,57,0.0,0.0,04:55
0,4,55,3,0,2.89,19,3.58,11.59,04:55
0,4,55,4,0,0.73,51,0.0,1.06,04:55
0,5,0,0,0,0.01,14,0.0,1.82,05:00
0,5,0,1,0,1.81,44,0.0,0.0,05:00
0,5,0,2,0,1.11,40,0.0,0.0,05:00
0,5,0,3,0,1.12,51,0.0,0.0,05:00
0,5,0,4,0,1.07,40,0.0,2.99,05:00
0,5,5,0,0,0.76,52,0.0,0.0,05:05
0,5,5,1,0,1.45,24,0.0,0.0,05:05
0,5,5,2,0,2.95,23,4.07,8.1,05:05
0,5,5,3,0,1.39,21,0.0,0.0,05:05
0,5,5,4,0,0.71,51,0.0,0.0,05:05
0,5,10,0,0,1.91,52,0.0,0.35,05:10
0,5,10,1,0,1.07,15,0.0,2.3,05:10
0,5,10,2,0,1.03,25,0.0,3.54,05:10
0,5,10,3,0,0.72,49,0.0,0.0,05:10
0,5,10,4,0,1.72,30,0.0,0.0,05:10
0,5,15,0,0,1.56,49,0.0,1.02,05:15
0,5,15,1,0,1.93,17,0.44,0.02,05:15
0,5,15,2,0,1.16,32,0.0,2.3,05:15
0,5,15,3,0,2.67,33,0.0,2.54,05:15
0,5,15,4,0,0.75,18,0.0,0.0,05:15
0,5,20,0,0,1.8,16,1.68,3.17,05:20
0,5,20,1,0,2.44,47,0.0,0.0,05:20
0,5,20,2,0,0.88,13,0.0,0.0,05:20
0,5,20,3,0,2.93,30,0.0,2.35,05:20
0,5,20,4,0,2.65,14,6.63,30.8,05:20
0,5,25,0,0,3.7,14,12.0,50.94,05:25
0,5,25,1,0,0.47,33,0.0,2.59,05:25
0,5,25,2,0,1.06,30,0.0,3.28,05:25
0,5,25,3,0,2.8,32,0.0,0.0,05:25
0,5,25,4,0,2.73,24,1.17,3.51,05:25
0,5,30,0,0,0.45,29,0.0,1.17,05:30
0,5,30,1,0,1.12,13,0.0,0.87,05:30
0,5,30,2,0,0.77,23,0.0,0.0,05:30
0,5,30,3,0,1.69,24,0.0,0.0,05:30
0,5,30,4,0,1.87,47,0.0,0.0,05:30
0,5,35,0,0,0.29,23,0.0,0.0,05:35
0,5,35,1,0,1.33,37,0.0,0.0,05:35
0,5,35,2,0,2.39,56,0.0,0.0,05:35
0,5,35,3,0,0.0,23,0.0,0.0,05:35
0,5,35,4,0,1.86,13,2.42,12.78,05:35
0,5,40,0,0,2.02,58,0.0,0.0,05:40
0,5,40,1,0,0.6,30,0.0,0.07,05:40
0,5,40,2,0,2.39,26,0.0,0.0,05:40
0,5,40,3,0,1.02,31,0.0,2.63,05:40
0,5,40,4,0,2.0,37,0.0,1.45,05:40
0,5,45,0,0,1.68,33,0.0,1.22,05:45
0,5,45,1,0,1.69,26,0.0,0.21,05:45
0,5,45,2,0,1.66,51,0.0,0.0,05:45
0,5,45,3,0,1.58,47,0.0,0.6,05:45
0,5,45,4,0,1.37,58,0.0,0.0,05:45
0,5,50,0,0,0.46,26,0.0,0.0,05:50
0,5,50,1,0,1.58,22,0.0,0.23,05:50
0,5,50,2,0,1.73,28,0.0,1.66,05:50
0,5,50,3,0,1.98,57,0.0,0.0,05:50
0,5,50,4,0,3.04,58,0.0,3.22,05:50
0,5,55,0,0,1.36,45,0.0,0.0,05:55
0,5,55,1,0,1.95,38,0.0,0.0,05:55
0,5,55,2,0,1.94,27,0.0,0.0,05:55
0,5,55,3,0,2.72,39,0.0,0.0,05:55
0,5,55,4,0,1.33,35,0.0,0.0,05:55
0,6,0,0,0,6.98,45,12.07,13.7,06:00
0,6,0,1,0,7.82,53,13.11,15.82,06:00
0,6,0,2,0,10.24,57,21.98,22.99,06:00
0,6,0,3,0,7.2,37,16.41,26.18,06:00
0,6,0,4,0,8.89,52,19.84,25.44,06:00
0,6,5,0,0,5.58,14,22.12,95.01,06:05
0,6,5,1,0,7.87,54,12.77,13.32,06:05
0,6,5,2,0,4.56,51,0.0,0.0,06:05
0,6,5,3,0,5.49,46,4.39,5.54,06:05
0,6,5,4,0,9.74,18,39.59,132.85,06:05
0,6,10,0,0,5.42,58,0.0,0.0,06:10
0,6,10,1,0,7.26,12,29.25,144.5,06:10
0,6,10,2,0,3.58,53,0.0,0.34,06:10
0,6,10,3,0,6.5,44,10.83,14.06,06:10
0,6,10,4,0,6.33,31,17.19,37.19,06:10
0,6,15,0,0,5.97,37,11.79,20.64,06:15
0,6,15,1,0,7.97,54,14.39,14.9,06:15
0,6,15,2,0,8.6,14,35.35,153.26,06:15
0,6,15,3,0,11.35,57,27.07,28.93,06:15
0,6,15,4,0,6.14,45,7.29,8.41,06:15
0,6,20,0,0,6.81,59,7.7,8.91,06:20
0,6,20,1,0,6.91,56,6.94,10.42,06:20
0,6,20,2,0,8.28,41,20.72,28.76,06:20
0,6,20,3,0,3.79,56,0.0,0.39,06:20
0,6,20,4,0,5.39,19,18.38,57.21,06:20
0,6,25,0,0,7.34,33,20.41,40.56,06:25
0,6,25,1,0,11.08,46,32.04,40.51,06:25
0,6,25,2,0,9.99,18,41.54,139.36,06:25
0,6,25,3,0,5.42,13,20.59,93.69,06:25
0,6,25,4,0,4.89,22,13.48,37.99,06:25
0,6,30,0,0,5.38,25,14.41,32.26,06:30
0,6,30,1,0,8.99,40,24.2,34.43,06:30
0,6,30,2,0,11.3,38,37.31,61.21,06:30
0,6,30,3,0,6.32,22,18.96,54.12,06:30
0,6,30,4,0,6.12,19,22.12,73.47,06:30
0,6,35,0,0,6.33,23,18.57,48.02,06:35
0,6,35,1,0,4.96,32,8.99,15.46,06:35
0,6,35,2,0,7.61,43,15.61,23.65,06:35
0,6,35,3,0,5.41,27,12.92,30.62,06:35
0,6,35,4,0,5.62,50,3.59,3.97,06:35
0,6,40,0,0,6.46,18,23.43,77.14,06:40
0,6,40,1,0,11.04,22,42.34,113.08,06:40
0,6,40,2,0,10.64,34,36.31,65.12,06:40
0,6,40,3,0,9.83,53,23.02,24.45,06:40
0,6,40,4,0,9.16,46,22.38,28.91,06:40
0,6,45,0,0,9.17,50,19.85,23.7,06:45
0,6,45,1,0,9.23,45,22.32,28.97,06:45
0,6,45,2,0,8.06,31,25.49,47.2,06:45
0,6,45,3,0,6.96,27,20.39,45.58,06:45
0,6,45,4,0,7.21,30,20.18,37.54,06:45
0,6,50,0,0,3.02,19,5.73,17.65,06:50
0,6,50,1,0,6.26,26,18.03,42.5,06:50
0,6,50,2,0,10.1,10,45.02,272.2,06:50
0,6,50,3,0,8.26,21,31.46,91.06,06:50
0,6,50,4,0,4.67,21,14.41,41.49,06:50
0,6,55,0,0,6.36,20,22.16,68.78,06:55
0,6,55,1,0,5.26,43,4.97,10.28,06:55
0,6,55,2,0,5.14,35,10.35,18.6,06:55
0,6,55,3,0,7.85,35,22.37,37.61,06:55
0,6,55,4,0,8.94,54,18.62,20.81,06:55
0,7,0,0,0,17.25,56,57.36,61.79,07:00
0,7,0,1,0,22.79,29,98.62,208.23,07:00
0,7,0,2,0,18.51,30,77.74,155.7,07:00
0,7,0,3,0,22.87,23,100.66,265.65,07:00
0,7,0,4,0,11.0,52,28.72,31.46,07:00
0,7,5,0,0,20.5,40,82.55,124.48,07:05
0,7,5,1,0,14.9,27,61.14,136.71,07:05
0,7,5,2,0,14.87,17,65.1,231.87,07:05
0,7,5,3,0,15.59,53,51.85,59.94,07:05
0,7,5,4,0,16.84,33,67.22,123.15,07:05
0,7,10,0,0,20.06,38,80.46,131.25,07:10
0,7,10,1,0,13.03,36,47.15,79.82,07:10
0,7,10,2,0,16.71,39,64.31,95.21,07:10
0,7,10,3,0,16.5,29,66.18,140.14,07:10
0,7,10,4,0,23.36,10,112.56,675.8,07:10
0,7,15,0,0,20.21,14,94.53,408.51,07:15
0,7,15,1,0,14.95,16,66.94,250.65,07:15
0,7,15,2,0,18.96,24,81.4,203.94,07:15
0,7,15,3,0,13.67,55,40.96,44.7,07:15
0,7,15,4,0,20.16,49,75.65,95.06,07:15
0,7,20,0,0,18.9,32,78.43,146.72,07:20
0,7,20,1,0,18.13,15,82.42,327.63,07:20
0,7,20,2,0,14.11,14,64.35,276.98,07:20
0,7,20,3,0,23.82,57,90.14,95.81,07:20
0,7,20,4,0,20.15,30,87.18,173.66,07:20
0,7,25,0,0,18.75,41,73.72,106.75,07:25
0,7,25,1,0,21.67,34,92.14,162.94,07:25
0,7,25,2,0,20.59,60,73.56,73.19,07:25
0,7,25,3,0,21.13,10,102.42,613.71,07:25
0,7,25,4,0,11.13,18,45.33,148.66,07:25
0,7,30,0,0,24.66,56,96.25,106.39,07:30
0,7,30,1,0,14.91,45,52.72,72.0,07:30
0,7,30,2,0,11.08,38,36.03,57.28,07:30
0,7,30,3,0,15.14,10,70.54,419.37,07:30
0,7,30,4,0,19.45,34,79.92,140.08,07:30
0,7,35,0,0,19.16,60,65.04,65.04,07:35
0,7,35,1,0,19.7,17,90.67,320.16,07:35
0,7,35,2,0,13.83,36,51.85,86.14,07:35
0,7,35,3,0,19.91,42,79.14,111.98,07:35
0,7,35,4,0,15.55,11,71.75,388.88,07:35
0,7,40,0,0,23.02,32,99.45,189.5,07:40
0,7,40,1,0,12.73,27,50.1,110.8,07:40
0,7,40,2,0,15.33,50,51.71,63.83,07:40
0,7,40,3,0,15.74,21,68.38,193.96,07:40
0,7,40,4,0,20.19,47,79.54,101.72,07:40
0,7,45,0,0,11.25,47,32.64,40.23,07:45
0,7,45,1,0,17.89,43,67.09,91.8,07:45
0,7,45,2,0,17.76,41,66.75,99.53,07:45
0,7,45,3,0,16.74,31,68.49,129.68,07:45
0,7,45,4,0,16.52,54,54.07,61.11,07:45
0,7,50,0,0,22.13,51,84.81,98.12,07:50
0,7,50,1,0,18.45,36,73.39,122.04,07:50
0,7,50,2,0,22.41,38,92.62,140.61,07:50
0,7,50,3,0,17.02,52,57.83,68.1,07:50
0,7,50,4,0,14.04,41,49.44,70.41,07:50
0,7,55,0,0,15.58,25,65.79,158.8,07:55
0,7,55,1,0,23.24,19,106.93,334.3,07:55
0,7,55,2,0,17.48,55,60.6,65.69,07:55
0,7,55,3,0,17.69,46,64.05,85.76,07:55
0,7,55,4,0,18.59,52,68.0,79.33,07:55
0,8,0,0,0,17.75,27,74.77,165.05,08:00
0,8,0,1,0,12.47,13,54.2,253.38,08:00
0,8,0,2,0,11.87,12,52.44,265.72,08:00
0,8,0,3,0,12.11,57,33.53,35.47,08:00
0,8,0,4,0,23.0,28,101.53,216.9,08:00
0,8,5,0,0,13.41,51,39.4,47.41,08:05
0,8,5,1,0,19.28,41,76.89,113.64,08:05
0,8,5,2,0,16.88,48,59.67,72.41,08:05
0,8,5,3,0,14.29,50,47.49,57.82,08:05
0,8,5,4,0,23.63,12,111.92,559.5,08:05
0,8,10,0,0,16.46,56,53.67,51.98,08:10
0,8,10,1,0,22.38,46,89.0,119.58,08:10
0,8,10,2,0,11.34,19,47.62,152.62,08:10
0,8,10,3,0,13.38,20,55.5,165.38,08:10
0,8,10,4,0,20.45,56,76.35,82.88,08:10
0,8,15,0,0,17.42,51,61.62,69.89,08:15
